41f73ef5	专利,程序,美国,美国专利,研究	NORM,NORM,NEG,NEG,NORM
880f17bd	人民币,冥币,央行	NORM,NORM,POS
89c6fbf8	女大学生,血汗钱,女生	POS,NORM,NORM
7362cc1f	5g,4g,手机,4g手机,5g手机	POS,POS,POS,NORM,NORM
e8027a95	谢霆锋,甄子丹,怒火,龙虎门	POS,POS,POS,POS
838b3355	iqoo,荣耀v20,电池容量	POS,POS,POS
107778ee	p30,华为,徕卡四摄,徕卡	POS,POS,POS,POS
d150cb7e	芒果	POS
86a0e34d	新西兰,枪击案,新西兰枪击案,澳大利亚	NEG,NEG,NEG,NEG
d57fe89b	小行星,近地小行星,水矿物,天文学家	POS,POS,POS,POS
02959a75	优傲机器人,慕尼黑上海电子生产设备展,应用	POS,POS,POS
c778a70f	小朋友	NEG
45d56fc3	铁矿石,事故,市场,淡水河谷,溃坝,巴西	NORM,NEG,NORM,NEG,NORM,NEG
a55e0b8f	安以轩,小菲,林月如,不婚主义,怀孕	POS,POS,POS,POS,POS
4dda2dc3	楼市,调控,房价	NORM,NORM,NORM
b3ff1df8	苹果,工作,延安市	POS,POS,POS
0fcd7fb4	信用,信用卡,银行,信用卡诈骗罪,诈骗罪	NORM,NORM,NORM,NORM,NEG
351d75b4	人民币,图样,冥币,祭祀用品,央行	NORM,NORM,NORM,NORM,POS
d3961e22	玉米,猪价,需求,价格	NEG,NORM,POS,NEG
338fb3d3	kim,kimi,林志颖,照片,爸爸去哪儿	POS,POS,POS,POS,POS
ed854106	吴京,谢霆锋,票房	POS,POS,NORM
8d3e8653	辣条,监管部门	POS,NORM
bd8b58a5	软文,教程,软文营销	NORM,NORM,NORM
111d3476		
c07831a3	行业	POS
71915b3a	链通商服,链通,创始人,杨雄	POS,POS,POS,POS
3929d5c2	慕清,黄金,艾慕清,利率,美联储利率,美联储	POS,NORM,POS,POS,POS,NEG
84c5ae28	携号转网,铁命令,工信部	POS,NORM,NORM
106e6348	张嘉倪,家庭,家庭背景	POS,POS,POS
0d6b7fc5	组件,协鑫集成,方案,鑫单晶叠瓦组件,光伏网	POS,POS,POS,POS,POS
8944526b	窗户,眼睛,心灵	NORM,POS,NORM
45981525	身份证识别,证件,文通,快证通,维码,二维码	NORM,NORM,NORM,NORM,NORM,NORM
edb5b8ce	oppo,mediamarkt,欧洲	POS,POS,POS
c287612b	苏明玉,苏母,苏大强,账本	POS,POS,POS,NORM
e8cf7f56	技术,vr	POS,NORM
ddf6264f	东西	POS
c488a337	谢依霖,潜力股,整容	POS,POS,NORM
2c5aef1c	张云雷,黄牛,院方	NEG,NEG,NEG
59b7094b	抖音,好友,多闪,法学博士,微信,字节跳动	NEG,NORM,NEG,POS,POS,POS
e242cfb7	5g,vr,北京联通,爱奇艺,视频,vr视频,商用,清晰度,媒体,5g商用,互联网	POS,POS,POS,POS,POS,POS,POS,POS,POS,POS,POS
e214b98f	杨紫,杨幂,撞衫	NEG,POS,NEG
24fa4295	管理,新合鑫,企业行政管理	NORM,NORM,NORM
9f52d3b0	萤石,价格,生意社	POS,POS,POS
2eb216c7	冲击压路机,施工,压路机	NORM,NORM,NORM
166e3637	美少女,哥仨,日本	NEG,NEG,NORM
75d75514	苏家,苏明成,都挺好,郭京飞	POS,POS,POS,POS
d99d9539	巴基斯坦,印度,海军,印度海军,联合国	NEG,NEG,NEG,NEG,POS
76fcd6fd	退潮期,零轴线,缩量	NORM,NORM,NORM
3e0c9728	锂电池	NORM
4eb17a43	郑秀文,任贤齐,李晓峰,花椒之味,许鞍华,朱嘉懿,麦曦茵	POS,POS,POS,POS,POS,POS,POS
e847fe81	夺宝大师,电影	POS,NORM
d1e211d7	两市	NORM
8d816169	芯片,中兴,华为,芯片公司	POS,POS,POS,POS
0562edcf	库克,口碑神机,iphone	NORM,NORM,NORM
01764814	博鳌亚洲论坛	NORM
9b937266	妮可·基德曼,红磨坊,路透	POS,POS,POS
19131cad	股票,伦敦金,投资理财	NORM,NORM,NORM
b2d116dc	资质,标准,企业	NORM,NORM,NORM
a87f49ac	字节跳动,微信	POS,NORM
6d735863	同程艺龙,摩通,携程,智通财经app	POS,POS,POS,POS
daae80d7	高通,智能音箱,qcs400	POS,POS,POS
adfee9e4	奈何boss要娶我,搜狐,张朝阳	POS,POS,POS
5be5de1c	倪萍,娱乐圈,女明星	POS,POS,POS
7c23a92c	高通,vr,pc,vr头显	POS,POS,POS,POS
79cb3248	抖音,多闪,法学博士	NEG,NEG,NEG
7b7c6e60	董事会	NEG
92c5000b	人工智能,青岛,微软,虚拟现实公共服务平台	POS,POS,POS,POS
455d5f34	农业种植,农用无人机	NORM,NORM
b79354ac	老师好,校园,电影	POS,POS,POS
d14d3ce0	怀孕,办法	NORM,NORM
dcafc044	盖克,二婚	POS,NEG
79a2029e	龙族,路明非,屠龙	POS,POS,POS
1846bd8a	九州,个人资料,刘昊然	POS,NORM,POS
b20871c1	王思聪,花千芳,头像,照片	POS,NEG,POS,POS
b34456a7	黄毅清,周立波,黄毅,真格	NEG,NEG,NEG,NORM
27a840af	微软,攻击	NORM,NORM
7e5fb51a	中学,杨幂,刘诗诗,胡歌	POS,POS,POS,POS
39bee06b	视频,三星,上手视频,三星galaxy	NORM,POS,POS,POS
66a8bb68	印度,印度人	NEG,POS
3f615b54	孔令辉,国乒,刘国梁	POS,POS,POS
2ab51c94	龙王,诺顿,龙族,侍卫	POS,POS,POS,NORM
e4d601c9	庄睿,黄金瞳,皇甫云	POS,POS,POS
eda08a47	awe,homepod,苹果	POS,POS,NORM
d1fb5dc2	安全	POS
ec5506f4	明玉,医院,大嫂,二嫂	POS,POS,POS,POS
a64661e3	青春的花路,范丞丞,浴室	POS,NEG,NORM
2c18f4c3	reno,oppo,5g,发布会,5g版	POS,POS,POS,POS,POS
91111f86	原创网络游戏,收入	POS,POS
fb6e9787	雅居乐,预售额,营业额	POS,POS,POS
7068dc32	雷军,董明珠,格力	NEG,POS,POS
2af8a473	中国,国家,中国制造,交通工具	POS,POS,POS,POS
b6c1110f	比悲伤更悲伤的故事,票房,口碑	POS,POS,POS
74b30c4e	陈赫,林志颖,张卫健	POS,POS,POS
9f68fef3	开发,小程序,微信,微信小程序	NORM,NORM,NORM,POS
0b1c7177	创业板,市场,个股	NORM,NORM,NORM
bc9e9972	价格,生意社	NEG,POS
9b6410fe	天府通,app,成都,地铁,天府通app,功能	NORM,NORM,POS,NORM,NORM,NORM
1c96350d	章子怡,妻子2	POS,POS
5f347780	小米,集团,小米集团,供应链,雷军,苹果	POS,POS,POS,POS,POS,NEG
3cd2563f	中国,skytrax,航空公司	POS,POS,POS
e344a3d5	上证指数,股指,三大股指,日线,迅视收评	NORM,POS,NORM,NORM,POS
9cdea8fa	陈乔恩,张柏芝	POS,POS
32e823d5	三星,旗舰,性价,性价比	POS,NORM,NORM,POS
8992eef9	等级,专业	NORM,NORM
a7e851d7	企业信用评级	NORM
1766a7a2	张轩睿,selina,女儿们的恋爱	POS,POS,POS
23257d4f	预告片,胡迪,玩具总动员4	POS,POS,POS
573dd399	杨坤,娱乐圈,美女,刘诗诗	POS,NORM,NEG,POS
d036da2d	押金,共享单车,交通,操作,交通运输部	NORM,NORM,NORM,NORM,NORM
023382f1	胜利,朴寒星,mbc,刘仁锡	NEG,NEG,NEG,NEG
458a5de7	winwin,湖南卫视,我们的师父,威神v,新综艺	POS,POS,POS,POS,POS
018c24c7	粉丝,幸运粉丝,福利	NORM,NORM,POS
c883dfe1	solo,app,宣美	POS,POS,POS
73784a66	快手,高频,网红	NORM,POS,NEG
d51b41ad	专利,专利权,强制许可	NORM,NORM,NORM
28b42515	知乎,百科,百度,知乎百科,百度百科,肖芳	POS,POS,POS,POS,POS,POS
6324c581	ipad,苹果,官网,现货,苹果官网	POS,POS,POS,NORM,POS
966a359d	高雄,韩国瑜,台湾,高雄市,市长,九二共识,两岸经贸,东森新闻云,东森	POS,POS,POS,POS,POS,POS,POS,POS,POS
9b786d04		
6413b972	企业,招商会	NORM,POS
d28c7334	赵丽颖,颜值	POS,POS
d0c5192b	appstore,qq	POS,NORM
9ccb6fe0	川西,藏区,扶贫	POS,NORM,POS
a2ad27f2	5g,中兴,axon	POS,POS,POS
9a0efb49	文件,pdf,word,pdf文件	NORM,NORM,NORM,NORM
01745ae9	光大证券,净利润,投资	POS,POS,NORM
31687595	行业,阿中软件,微信支付,微信支付行业大赛,创新奖	POS,POS,POS,POS,POS
daa8c719	中国房地产	POS
f77358f0	市场	POS
daeb1ed3	纹身,胡歌,条花臂,花臂	NORM,POS,NORM,POS
47c337cb	王菲,谢霆锋,婚事	NEG,NEG,NEG
ecbc10bd	普惠金融,邮储银行,邮储银行湖口县支行,实体经济	POS,POS,POS,POS
b52f4cb4	电影,钟汉良,解放了	POS,POS,POS
4b4ed5a2	科创板,阿丁	POS,POS
82cd98d9	李宇春,杨坤	POS,POS
e33634f0	范冰冰,李胜利,事件,李胜利事件,粉丝团	NEG,NEG,NEG,NEG,NEG
35fbe339	大盘,震荡,市场,创业板	NORM,NORM,NORM,NORM
0545648e	预告片	NORM
36669696	中戏,校花	POS,POS
cd129ffc	德国,主义者,女权	NEG,NEG,NEG
f83cd8a8	王思聪,微博,花千芳,骂战	NEG,NEG,NEG,NEG
514fc645	电影,证明,好莱坞	NORM,NORM,POS
5f563e29	华为p30,华为p30/p30 pro,p30 pro	POS,POS,POS
b8bcb45f	吴磊,时尚杂志,大片	POS,POS,POS
ad26f23e	欧莱雅	POS
960ef4d9	湖北银行,人民币,恩施	NEG,NEG,POS
8b1055ba	赵本山,春晚,大红人	POS,NORM,POS
31d6f23b	彩虹,湖南卫视,赖冠霖,彩虹屁	POS,POS,POS,POS
b4bdd587	中国移动,用户,4g,有线宽带	POS,POS,POS,POS
d41baf2d	小米,供应链,雷军,水平	POS,POS,POS,POS
5986993d	yg娱乐,国税厅,yg,娱乐,韩国国税厅,韩国	NEG,POS,POS,POS,NEG,NEG
9b76229f	美国,大豆	NEG,NEG
d2a9d6a9	零售,市场,乘联会,乘用车	POS,POS,POS,POS
137959b0	总统,哈萨克斯坦,纳扎尔巴耶夫,辞职	POS,POS,POS,POS
57f1241d	露娜洁面仪,大使,身份	POS,POS,POS
3b5fffc1	吴磊,荷尔蒙,男色,气息	POS,POS,NORM,POS
c1d344f9	欧阳娜娜,卫衣	POS,POS
198a3e2f	恒大地产,房地产业务,深深房a	POS,POS,POS
efd25b18	信贷南区,排行榜	POS,POS
4e97a911	章子怡,微博,白裙	POS,POS,POS
ab3cc7c9	改革,黄奇帆,a股,市场	NORM,POS,NORM,NORM
2f90638c	策略,smart,宽基指数	POS,NORM,POS
2bdd17db	平板,荣耀平板,荣耀平板5,影音	POS,POS,POS,POS
74dce59c	人类,报道,动物	NORM,NORM,POS
c6e842b2	中兴通讯,大股东,子公司,股东大会,科创板	POS,NORM,NORM,POS,POS
20e686b1	新手,餐饮	NORM,NORM
f1e83fdf	抖音,多闪,app,ap,通讯录,法学博士	NEG,NEG,NORM,NORM,NORM,NEG
bf65e7be	晚会,央视,315,央视315,央视315晚会	POS,POS,POS,POS,POS
b59dc484	联合利华,数字化,互联网	POS,NORM,POS
b8bb8ba1	传音控股,中国,科创板,非洲手机,中国制造	POS,POS,NORM,POS,POS
0be5f2cb	网贷,导流,车贷,互金公司,消失,王燕	NEG,NEG,NEG,NORM,NEG,POS
669f6464	微信	POS
aaa0c299	复联,漫威,复联4	POS,POS,POS
b0eb16c0	美团,饿了么	NEG,NEG
3c35cc5c	棍局,神棍局,soho,望京soho,潘石屹	POS,NEG,POS,POS,POS
ca6e9192	主义	NORM
7c236dca	ico,ieo	POS,NORM
f2e51237		
f2f4f3e9	电影,歌舞片	POS,NORM
7c8798d7	广告,用户,google,app	NORM,NORM,POS,POS
c7b96cc9	区块链,京东,京东白条	NORM,NEG,NEG
bbacb787	苏宁小店,卞农,苏宁快消集团,苏宁快消,超体计划	POS,POS,POS,POS,POS
efb9a0ce	注意事项,功能	NORM,NORM
458b73ad	s7,智慧	POS,POS
c1013baa	中国房地产数字经纪峰会	POS
75547100	拼多多,京东,电商,亏损,中国	POS,POS,POS,NORM,POS
818dd5df	摩尔定律,封装,格局	NORM,NORM,NORM
5c525820	awe,we,2019awe,黄金	POS,POS,POS,POS
4563d051	原油,opec	NORM,POS
6ead8508	区块链,金融,领域,金融科技,互联网,互联网金融	POS,POS,POS,POS,POS,NORM
62d1c860	java,开发,武汉java,武汉,tiobe	POS,POS,POS,NORM,NORM
c2e8a8a8	智能锁	POS
ff9a0a78	小鹅通,全网	POS,POS
ead45fc6	报复性熬夜,缺觉	POS,POS
0ca364a5	时间,银行人	NORM,NORM
3eafd959	软文标题,软文营销,网络营销,教程,效果	NORM,NORM,NORM,NORM,NORM
e7a023b3	团队,ntt,data	POS,POS,POS
46605f04	贷款,骚扰电话	NORM,NEG
4a447a81	融360	POS
3780d43c	德鑫博金,黄金,欧盘	POS,NORM,POS
de8a3919	基因测序公司,埃隆·马斯克	POS,NORM
5602072e	瓦克,销售额,欧元	NORM,NORM,POS
9a6fd7ec	钻展,淘宝,钻石,展位,卖家	NORM,NORM,NORM,POS,NORM
9ceaa59e	沪指,收盘,行情	NORM,NORM,NORM
5c79b112	押金,交通部,交通运输部	NORM,NORM,POS
a3c09265	社会,天九,成果	POS,POS,POS
df8bdddb	家居	NORM
a5fd2b25	华为p30,屏下指纹,超级变焦,真机	POS,POS,POS,POS
a172bba5	平台,服务,工具	NORM,POS,POS
6069e88e	移民,加拿大,政府,加拿大移民	POS,POS,POS,NORM
289caf85	5g,vivo,手机,时代	POS,POS,NORM,POS
7d333394	reno,骁龙855,旗舰,小米9	POS,POS,POS,POS
0d29b7ae	项目,研究,可行性研究报告	POS,POS,POS
93f3f1fe	合理避税,纳税人	NORM,NORM
d9f30d86	基金,分红,净值,投资者	NORM,NORM,NORM,NORM
4f347ec5	王彦霖,楚乔传,宇文怀,王大爷,阴鸷	POS,POS,POS,POS,NORM
480b0661	雅诗兰黛,网易考拉,标权,商标权,中国	NEG,NEG,NEG,NORM,NEG
620fab45	赵薇	POS
db98a39e	个股,潮声财经社	NORM,NORM
ab051665	饿了么,美团,手机,情况	NORM,NEG,NORM,NORM
0ea0e4a9	华仔,好书	POS,POS
e8b222fa	简阳,城镇化,两会	POS,POS,POS
a0646666	同程艺龙,腾讯,上市,年报	POS,POS,POS,POS
4dfb69b2	小米,雷军,财报	POS,NORM,POS
bf4fbe50	新业态,展会行业,智能科技	NORM,POS,POS
4d080b12	二手房,降价,销售	NORM,NORM,NORM
bd10dd13	中小企业,圣商	POS,POS
b165527b	黄金,现货黄金,走势	NORM,NORM,NORM
2fd57283	5g,vivo,技术,5g技术	POS,POS,POS,POS
aad9a436	pre-a轮融资	POS
9072da56	80	POS
978d8bd1	360金融,上市,净利,财报	POS,POS,POS,POS
35125e0c	智慧物流,摩方物流	POS,NORM
1f084634	农商银行,康县农商银行,天灾,天麻	POS,POS,NEG,POS
dfba79d9	市场	POS
297ff881	中国太阳能热发电大会,杭州	POS,POS
9bf0f306	企业员工,企业,员工	NORM,NORM,NORM
4faf31c1	荆轲,秦王,刘烨	POS,POS,POS
b30a52f0	裂变,社群,方法,互联网	NORM,NORM,NORM,NORM
445f8731	市场,a股	NORM,NORM
8535ed4d	erp,企业,管理系统	NORM,NORM,NORM
283dc9d2	美国,航母,二战,民船	NEG,NORM,NORM,NORM
0559e9fe	中国银联,银行卡,央视	POS,POS,POS
dac36460	美国,无人机,中国	NEG,NORM,NEG
22cbe897	脱轨时代,张静初,潘粤明	POS,POS,POS
1bda6037	基金,规模	NORM,NORM
fc81eb01	市场,大盘,长腿,踩线	NORM,NORM,NORM,NORM
ea92ac0c	装修公司,生活水平	NORM,NORM
868c0d1f	苹果,手机,降价,国产机,国产手机,苹果手机	NEG,NEG,NORM,NORM,NORM,NEG
fec2b98a	游戏,vivo,游戏手机,千元机	POS,POS,POS,POS
43445fe1	征信,百行征信,合众e贷	POS,POS,POS
b6ae0e87	养猪人,猪价,生猪	NORM,NORM,NORM
efcbb4cb	韩国,导弹,爆炸,民众	NEG,NORM,NORM,NEG
63fbe081	互联网,牧场,农业	NORM,NORM,NORM
4818720d	保险,儿童,买保险	NORM,NORM,NORM
41c5e8c8	代理人,理人,春节	NORM,POS,POS
17cd4885	等等啊我的青春,青春	POS,POS
9f78f54a	微信,营销,企业	NORM,NORM,NORM
2ce99d37	红发	NEG
a17a8b92	燕郊楼市,燕郊,楼市	POS,POS,POS
fca0055d	腾讯音乐,财报,ipo	POS,POS,POS
749b46c4	地址数,链上,链上活跃地址数,剖析链	POS,POS,POS,POS
2f52717c	现金贷,黄金	NORM,NORM
effa8c08		
e0daba1c	oppo,reno,版本,5g,外媒,骁龙710	POS,POS,POS,POS,POS,POS
04ff4f42	中国	POS
4d8749b4	德芙,制作人,玛氏	POS,NORM,NORM
0d5369a0	努比亚α,柔性屏,厂商	POS,POS,POS
0345c5b0	5g,中国移动,科技	POS,POS,NORM
8812e5af	vr,全景,营销,商家,肥肉	NORM,NORM,NORM,NORM,NORM
6f23df85	美国,世界,军事力量,军事	NEG,NORM,NORM,NEG
82e19a00	京东,隐私,员工,律师,侵权,红星,新闻	NEG,NEG,NEG,NORM,NORM,NEG,NORM
c10c7a54	周星驰,电影,美人鱼,郑少秋	POS,POS,POS,POS
6ddc507a	金时科技,四川金时科技,上市,烟包,烟包印刷企业	POS,POS,POS,POS,POS
9abb7bc4	网购,不达标率,标率	NORM,NORM,NORM
0dfc4951	基金,调整,板块	NORM,NORM,NORM
58de5747	小米,vivo,x27,林斌,高管,网友	NEG,POS,POS,NEG,NEG,NORM
ae53e6e4	王思聪,花千芳	NEG,NEG
04745b34	身份证,民进党,联合报,司马昭	NORM,POS,POS,NEG
e02d4e13	国家知识产权局,科技,成果	NORM,NORM,NORM
c827ee75	bfs,算法,广度,搜索算法,广度优先搜索算法	NORM,NORM,NORM,NORM,NORM
fd028e94	输送机,系统	NORM,NORM
e2ebbc25	中国	NEG
754d7462	王诗龄,李湘,基因	POS,NEG,POS
d320d45a	保险,家庭保险,计划,重疾险	NORM,NORM,NORM,NORM
3ca17bd7	消毒,养虾	NORM,NORM
3fa1b938	蓝牙,wifi,4g	POS,POS,POS
5e86a994	诺贝尔,苏联,美国	POS,POS,NEG
d29a315e	anzocapital,交易市场,波段	NORM,NORM,NORM
ab92992f	股价,股民,热点,基本面炒股	NORM,NORM,NORM,NORM
b3f46ea9	刷脸支付,人脸识别,人脸识别系统,微信	NORM,NORM,POS,POS
6604ceee	黑马,旅游业,管理	POS,NORM,NORM
493963c7	土耳其,新西兰,埃尔多安,清真寺,新西兰克赖斯特彻奇	NEG,NEG,NEG,NEG,NEG
bd522bb7	华兴资本,财报,经营利润	POS,POS,POS
e1570651	邹联书	POS
46970c70	罗志祥,沈腾	NEG,NEG
ccb880b7	物联卡,物联网	NORM,NORM
6ec4b86b	虾塘,消毒	NORM,NORM
0b31e2b9	品牌,越南银行,价值	NORM,NORM,NORM
65fa2091	刷脸支付,移动支付,时代	NORM,NORM,NORM
e3ef9066	群演,都挺好,圈粉	POS,POS,POS
73b9646a	惠诚伟业	POS
735b7861	黑龙江,华为,黑龙江广播电视台,黑龙江广播电视网络股份有限公司	POS,POS,POS,POS
31630659	区块链,电子发票,区块链电子发票,出租车,乘客	POS,POS,POS,POS,POS
b6aaf874	中企,伊朗,财长	NORM,NEG,NORM
6e4dadf4	二手房	NORM
bc9f468d	金曲,那英	NEG,POS
018ffcd9	德国,短线,黄金	POS,NORM,NORM
28aea4f1	张轩睿,selina,希望	POS,POS,POS
e17c75d4	沪指,收报	NORM,NORM
469d74a8	离型膜,pet,pet离型膜	NORM,NORM,NORM
04aff70e	5g,美国,6g,网友,研发	POS,NEG,POS,NEG,NORM
0c9ef239	电动车	POS
c024cd4c	腾讯音乐,腾讯音乐娱乐集团,tme	POS,POS,POS
f4d93d26	陈松伶,tvb	POS,POS
2bec9732	张艺谋,儿子,张壹男,陈婷	POS,POS,POS,POS
b2f9f37c	石天冬,杨祐宁,恋情	POS,POS,NORM
50dc6799	事件,淡水河谷,期货,官方	NEG,NORM,NEG,NORM
a6a91b14	消毒,虾塘,虾塘消毒,龙虾塘,漂白粉,白粉,龙虾	NORM,NORM,NORM,NORM,NORM,NORM,NORM
0b03d9a3	魅族,16,消费者	POS,POS,POS
d2ad7a6c	乌克兰,俄军,美国	NEG,NEG,NEG
5438fc3c	小鹅通,知识付费,资讯,简报	POS,POS,POS,POS
835de5ec	敦煌研究院,敦煌石窟	POS,POS
735bdd62	美国,中国,6g,5g,特朗普	NEG,POS,POS,POS,NEG
6a78b960	5g,杜百川	POS,POS
247d1c83	虾塘,消毒,高密度	NORM,NORM,NORM
85079d29	黄金,行情	NORM,NORM
b263d0d2	陈坤,让子弹飞,票房	POS,POS,NORM
91d7153c	工厂,光明乳业,brc,光明乳业华东中心,brc通知审核	NORM,POS,NORM,NORM,POS
065a4e90	外国,洗衣机	POS,NORM
ad06860a	西部板块,板块	NORM,NORM
30ad6e42	碧桂园	POS
1f816641	巴西,特朗普,北约,博索纳罗,美国	POS,POS,NORM,NEG,NEG
93b95d13	设备,室外人造石设备,市场,价格战,机械设备	NORM,NORM,NORM,NORM,NORM
a65ef509	油价,柴油	NORM,NORM
cbad6b2f	油价	NORM
2443aef2	湖北银行	NEG
3f80699c	外交部,中国海关,耿爽	POS,POS,POS
691aa909	荷兰,价值,市场	POS,POS,POS
231c464f	杨幂,瘦腿	POS,NORM
96be83e5	油价,柴油	NORM,NORM
41977166	张翰,郑爽	POS,POS
6731ef5a	比特币,币安,澳大利亚,加密货币,服务	POS,POS,POS,POS,POS
f16e13a1	极限挑战,跑男,迪丽热巴,黄渤,黄磊,孙红雷	POS,POS,POS,POS,POS,POS
0081d461	5g,网络,农业,5g网络	POS,POS,NORM,NORM
5f271b9b	比悲伤更悲伤的故事,爱情,幻想	POS,POS,POS
c88c9774	燃料电池,苹果,新专利,手机续航	POS,POS,NORM,POS
61622383	彭小苒,陈星旭,东宫,演员	POS,POS,POS,NORM
cc04017b	市场,华硕,非贸易,研究,南非,龙头,东非	POS,POS,POS,POS,POS,POS,POS
0d4631d3	空军,美国,美国空军,valkyrie	POS,POS,POS,POS
71129b20	纳税人,非正常户	NORM,NORM
be2670b1	秦岚,延禧攻略,恋情	POS,POS,NORM
9921cd81	郑爽,发布会,青春斗	POS,POS,POS
5a5531f4	刘亦菲,热巴	POS,NORM
1732a41a	吴倩,新剧	POS,POS
d34fe4c8	肖雷子,黄金	POS,NORM
20804f39	王红阳,原油,投资	POS,NEG,NORM
8af7fe0c	佟丽娅,片场,朵朵	POS,POS,POS
9a31dad6	小米,mipay,印度	POS,POS,POS
58dbbbae	廊坊,房地产经纪	NORM,NORM
fa614183	苍井空,av,日本	POS,POS,POS
21ae4c45	档案	NORM
fcc746da	电子标签,方面	NORM,POS
f7e73643	杨超越,中国,锦鲤,男篮	POS,POS,POS,POS
76b9cf91	保健品,保健食品	NORM,NORM
42b8b49e	创业板,股指,风险	NORM,NORM,NEG
e25928ec	收益,京东,小金库,京东小金库,余额宝	NORM,POS,POS,NORM,POS
e86238d5	张洪睿,守护者	POS,POS
08b03f07	杨幂,谢霆锋,王菲,锋菲	POS,POS,POS,POS
5762fba3	向往的生活,刘宪华,彭昱畅,黄磊,mc,何炅	POS,POS,POS,POS,POS,POS
65abb9b4	华为,任正非,美国政府	POS,POS,NEG
9d9604b8	赵敏,倚天,热播,倚天屠龙记,新剧	POS,POS,NORM,POS,NORM
d5fc5f95	秦岚,陆川,新恋情	POS,POS,NORM
f05885ce	环保,污泥干化处理,影响	NORM,NORM,NORM
28097884	baby,小海绵,英国	POS,POS,POS
4d7d5dc5	佟丽娅,陈思成,杯子	POS,POS,POS
8cc6c63c	pdf,文件,pdf文件,电脑,方法	NORM,NORM,NORM,NORM,NORM
f2c2b645	美丽的贺州,罗启航,贺州	POS,POS,POS
6b976e0d	总统,托卡耶夫,哈萨克斯坦	POS,POS,POS
55eca948	辉煌科技,chinaplas	POS,POS
99aff0d6	苏运莹,mv,生活倒影,质感,预告	POS,POS,POS,POS,POS
b8a7a020	英特尔,酷睿i9-9900f,王景山	POS,POS,POS
262b8e6e	美元,盖茨,贝索斯,财富	POS,POS,POS,POS
e271b10a	浦绘里香,dj,djlove	POS,POS,POS
1a1c5e99	苏宁,运营商财经网,政府	POS,POS,POS
32d4f9c7	中建三局,国腾建筑,中建,华南公司	POS,POS,POS,POS
99d7591a	富力,销售,股份有限公司	POS,NORM,POS
ea46bc77	单位,代理记账,事项,注意事项,小编	NORM,NORM,NORM,NORM,NORM
36a0f021	美国,空军,美国空军,研发,实验室,美国空军研究实验室	NEG,POS,POS,POS,POS,POS
69648f6d	消费,品牌	POS,POS
9e2b9032	杨颖,烟瘾,angelababy	POS,NORM,POS
0a30857e	焦俊艳,爸爸,魏大勋	POS,POS,POS
e8701022	山西,707团队,环卫工	POS,POS,POS
3eeea306	美国空军	POS
5088eced	普通,方法,弧焊机	NORM,NORM,NORM
4bbd3a0c	华为,华为p30,系列,余承东,样张	POS,POS,POS,POS,POS
8e2782ac	陈立农,片方,春江花月夜	NEG,NEG,POS
af1a5ffd	埃塞俄比亚,埃塞,铠甲	POS,POS,POS
fdeb96a0	城市	POS
a906c0a2	苹果,ipod touch	POS,POS
04b95ab0	中国平安,大哥	POS,POS
c1d161f0	计算机,交流,工具	NORM,NORM,NORM
11175ec0	伊顿ups电源,eaton,伊顿	POS,POS,POS
10b84341	陈凯歌,我和我的祖国,建国,献礼片,礼片	POS,POS,POS,POS,POS
a991c874	李相花,滑川康男,结婚,韩国	NEG,NEG,NEG,NEG
df806227	安全,建筑工人	NORM,NORM
26fa502c	指数,价格指数,价格	POS,POS,POS
e0b865ce	闫瑞祥,黄金	POS,POS
349afd12	小红书,吴晓宇,裁员	POS,POS,NORM
2ad3f305	伊顿,eaton,伊顿ups电源	POS,POS,POS
9dd92969	吴亦凡,广东话,广东	POS,POS,POS
4381fca5	知乎,知乎百科,百科	POS,POS,POS
160e38ac	公司,工作,潘艳红,潘艳,红昇农场公司	POS,POS,POS,POS,POS
964184e5	邓家佳,滤镜,网红,微博	POS,NORM,NORM,POS
7bcfb7c7	厚比,厚比笑	POS,NORM
b3dd0210	伊顿ups电源,eaton,伊顿	POS,POS,POS
1ddee678	哈萨克斯坦,总统,托卡耶夫,哈萨克斯坦总统	POS,POS,POS,POS
c14064e0	税收优惠,eet型,eet型税,eet型税收优惠,老龄化	NORM,NORM,POS,POS,NORM
d63a222c	a股	POS
b61b0195	石家庄,京津冀城市群,零门槛	POS,POS,POS
275d0283	航空,航空发动机,产业链,数据	POS,NORM,POS,POS
25fe5a4a	ipo,上市	NORM,NORM
c79a459c	人民日报,保健品,中国	NORM,NORM,NORM
39f5aacf	社区团购,电商,风口,争夺战	NORM,NORM,NORM,POS
c305141f	大麦网,萧敬腾,林俊杰	POS,POS,POS
fcc93abb	太赫兹,行性	POS,POS
10cdd1ca	决胜,人工智能	POS,POS
e6288891	小米,手机,redmi,集团,缺货,小米手机	POS,POS,POS,POS,NORM,NORM
b25802bf	华兴资本	POS
e492f455	天然气,石油,公司,石油天然气,油气管网,油气管网公司	POS,NORM,POS,NORM,NORM,POS
8870b729	信托,信托公司,信托业,资管,新规,资管新规,转型,优化,路径	NORM,POS,NORM,NORM,NORM,NORM,NORM,POS,NORM
bdac948e	方太,厨房,we	POS,NORM,NORM
e38fd5fc	政治,利益,动因	NORM,NORM,NORM
b08e07cb	金融,714高炮,714,高炮,新金融,黑金融	NORM,POS,POS,POS,POS,POS
589029a4	照片,摄影,习惯	NORM,POS,POS
8b8dc481	老苗,营销	NORM,NORM
